pos_x,pos_y,pos_z
-2.707029109755341895e+06,4.688711955664912239e+06,3.360431434122350998e+06
-2.707029109755340498e+06,4.688711955664924346e+06,3.360431434122351464e+06
-2.707029109755340032e+06,4.688711955664936453e+06,3.360431434122351464e+06
-2.707029109755339567e+06,4.688711955664948560e+06,3.360431434122350533e+06
-2.707029109755340032e+06,4.688711955664961599e+06,3.360431434122350067e+06
-2.707029109755340964e+06,4.688711955664974637e+06,3.360431434122348670e+06
-2.707029109755342826e+06,4.688711955664988607e+06,3.360431434122346807e+06
-2.707029109755345155e+06,4.688711955665003508e+06,3.360431434122344945e+06
-2.707029109755347483e+06,4.688711955665018409e+06,3.360431434122343082e+06
-2.707029109755349811e+06,4.688711955665035173e+06,3.360431434122341219e+06
-2.707029109755353071e+06,4.688711955665051937e+06,3.360431434122339357e+06
-2.707029109755357262e+06,4.688711955665068701e+06,3.360431434122337494e+06
-2.707029109755361453e+06,4.688711955665085465e+06,3.360431434122335166e+06
-2.707029109755365644e+06,4.688711955665103160e+06,3.360431434122333303e+06
-2.707029109755370300e+06,4.688711955665121786e+06,3.360431434122330975e+06
-2.707029109755374957e+06,4.688711955665140413e+06,3.360431434122328646e+06
-2.707029109755380079e+06,4.688711955665159039e+06,3.360431434122326784e+06
-2.707029109755385667e+06,4.688711955665177666e+06,3.360431434122324921e+06
-2.707029109755392186e+06,4.688711955665196292e+06,3.360431434122323059e+06
-2.707029109755399171e+06,4.688711955665214919e+06,3.360431434122321196e+06
-2.707029109755406622e+06,4.688711955665234476e+06,3.360431434122319799e+06
-2.707029109755415004e+06,4.688711955665254034e+06,3.360431434122317936e+06
-2.707029109755423386e+06,4.688711955665273592e+06,3.360431434122316074e+06
-2.707029109755432699e+06,4.688711955665294081e+06,3.360431434122313745e+06
-2.707029109755442478e+06,4.688711955665314570e+06,3.360431434122310951e+06
-2.707029109755451791e+06,4.688711955665334128e+06,3.360431434122307226e+06
-2.707029109755461570e+06,4.688711955665353686e+06,3.360431434122303501e+06
-2.707029109755471349e+06,4.688711955665373243e+06,3.360431434122298844e+06
-2.707029109755481128e+06,4.688711955665391870e+06,3.360431434122293722e+06
-2.707029109755492304e+06,4.688711955665411428e+06,3.360431434122288600e+06
-2.707029109755503945e+06,4.688711955665430985e+06,3.360431434122283012e+06
-2.707029109755516518e+06,4.688711955665450543e+06,3.360431434122277889e+06
-2.707029109755530022e+06,4.688711955665470101e+06,3.360431434122272767e+06
-2.707029109755543526e+06,4.688711955665489659e+06,3.360431434122267179e+06
-2.707029109755557496e+06,4.688711955665508285e+06,3.360431434122262523e+06
-2.707029109755572863e+06,4.688711955665526912e+06,3.360431434122257866e+06
-2.707029109755589161e+06,4.688711955665544607e+06,3.360431434122253209e+06
-2.707029109755605925e+06,4.688711955665561371e+06,3.360431434122249484e+06
-2.707029109755621757e+06,4.688711955665577203e+06,3.360431434122245759e+06
-2.707029109755638521e+06,4.688711955665592104e+06,3.360431434122241568e+06
-2.707029109755655285e+06,4.688711955665606074e+06,3.360431434122236911e+06
-2.707029109755671583e+06,4.688711955665620044e+06,3.360431434122231789e+06
-2.707029109755689278e+06,4.688711955665634014e+06,3.360431434122225735e+06
-2.707029109755707905e+06,4.688711955665647052e+06,3.360431434122219682e+06
-2.707029109755727462e+06,4.688711955665659159e+06,3.360431434122213628e+06
-2.707029109755747486e+06,4.688711955665670335e+06,3.360431434122208506e+06
-2.707029109755767975e+06,4.688711955665681511e+06,3.360431434122203849e+06
-2.707029109755788464e+06,4.688711955665691756e+06,3.360431434122199658e+06
-2.707029109755809885e+06,4.688711955665701069e+06,3.360431434122195002e+06
-2.707029109755831771e+06,4.688711955665709451e+06,3.360431434122190811e+06
-2.707029109755853657e+06,4.688711955665717833e+06,3.360431434122186620e+06
-2.707029109755876008e+06,4.688711955665724352e+06,3.360431434122182894e+06
-2.707029109755898360e+06,4.688711955665730871e+06,3.360431434122180101e+06
-2.707029109755920246e+06,4.688711955665736459e+06,3.360431434122177307e+06
-2.707029109755941667e+06,4.688711955665741116e+06,3.360431434122174978e+06
-2.707029109755962621e+06,4.688711955665745772e+06,3.360431434122173116e+06
-2.707029109755984042e+06,4.688711955665749498e+06,3.360431434122172184e+06
-2.707029109756005462e+06,4.688711955665752292e+06,3.360431434122171253e+06
-2.707029109756027348e+06,4.688711955665754154e+06,3.360431434122169856e+06
-2.707029109756051097e+06,4.688711955665755086e+06,3.360431434122168459e+06
-2.707029109756073914e+06,4.688711955665755086e+06,3.360431434122166596e+06
-2.707029109756096732e+06,4.688711955665754154e+06,3.360431434122163802e+06
-2.707029109756120015e+06,4.688711955665752292e+06,3.360431434122161008e+06
-2.707029109756144229e+06,4.688711955665748566e+06,3.360431434122158214e+06
-2.707029109756169375e+06,4.688711955665743910e+06,3.360431434122155420e+06
-2.707029109756195918e+06,4.688711955665738322e+06,3.360431434122152627e+06
-2.707029109756223392e+06,4.688711955665730871e+06,3.360431434122150764e+06
-2.707029109756251331e+06,4.688711955665721558e+06,3.360431434122148901e+06
-2.707029109756279737e+06,4.688711955665711313e+06,3.360431434122145642e+06
-2.707029109756308142e+06,4.688711955665700138e+06,3.360431434122142382e+06
-2.707029109756336547e+06,4.688711955665688962e+06,3.360431434122139122e+06
-2.707029109756365418e+06,4.688711955665677786e+06,3.360431434122135863e+06
-2.707029109756394755e+06,4.688711955665664747e+06,3.360431434122133069e+06
-2.707029109756424557e+06,4.688711955665650778e+06,3.360431434122130740e+06
-2.707029109756455291e+06,4.688711955665634945e+06,3.360431434122128412e+06
-2.707029109756486025e+06,4.688711955665617250e+06,3.360431434122126549e+06
-2.707029109756517690e+06,4.688711955665598623e+06,3.360431434122124687e+06
-2.707029109756550286e+06,4.688711955665579066e+06,3.360431434122122824e+06
-2.707029109756583814e+06,4.688711955665558577e+06,3.360431434122121427e+06
-2.707029109756618273e+06,4.688711955665538087e+06,3.360431434122120030e+06
-2.707029109756653197e+06,4.688711955665516667e+06,3.360431434122118633e+06
-2.707029109756688587e+06,4.688711955665493384e+06,3.360431434122117702e+06
-2.707029109756724443e+06,4.688711955665469170e+06,3.360431434122117236e+06
-2.707029109756760765e+06,4.688711955665444024e+06,3.360431434122117702e+06
-2.707029109756797086e+06,4.688711955665417947e+06,3.360431434122118633e+06
-2.707029109756834805e+06,4.688711955665390007e+06,3.360431434122119565e+06
-2.707029109756873455e+06,4.688711955665362068e+06,3.360431434122120030e+06
-2.707029109756913036e+06,4.688711955665332265e+06,3.360431434122120496e+06
-2.707029109756953083e+06,4.688711955665301532e+06,3.360431434122120962e+06
-2.707029109756993596e+06,4.688711955665269867e+06,3.360431434122121427e+06
-2.707029109757034574e+06,4.688711955665237270e+06,3.360431434122122359e+06
-2.707029109757076018e+06,4.688711955665203743e+06,3.360431434122123756e+06
-2.707029109757118393e+06,4.688711955665169284e+06,3.360431434122124687e+06
-2.707029109757161234e+06,4.688711955665133893e+06,3.360431434122125152e+06
-2.707029109757205471e+06,4.688711955665098503e+06,3.360431434122125152e+06
-2.707029109757250175e+06,4.688711955665062182e+06,3.360431434122124687e+06
-2.707029109757295344e+06,4.688711955665024929e+06,3.360431434122124221e+06
-2.707029109757341444e+06,4.688711955664986745e+06,3.360431434122123756e+06
-2.707029109757388476e+06,4.688711955664946698e+06,3.360431434122123756e+06
-2.707029109757435974e+06,4.688711955664906651e+06,3.360431434122122824e+06
-2.707029109757483937e+06,4.688711955664865673e+06,3.360431434122120962e+06
-2.707029109757532831e+06,4.688711955664823763e+06,3.360431434122118633e+06
-2.707029109757582191e+06,4.688711955664780922e+06,3.360431434122116305e+06
-2.707029109757632017e+06,4.688711955664737150e+06,3.360431434122114442e+06
-2.707029109757682774e+06,4.688711955664692447e+06,3.360431434122112580e+06
-2.707029109757734928e+06,4.688711955664646812e+06,3.360431434122110717e+06
-2.707029109757787548e+06,4.688711955664600246e+06,3.360431434122107923e+06
-2.707029109757841099e+06,4.688711955664552748e+06,3.360431434122105129e+06
-2.707029109757895116e+06,4.688711955664504319e+06,3.360431434122102801e+06
-2.707029109757949132e+06,4.688711955664454028e+06,3.360431434122100472e+06
-2.707029109758005012e+06,4.688711955664402805e+06,3.360431434122097678e+06
-2.707029109758061357e+06,4.688711955664350651e+06,3.360431434122094885e+06
-2.707029109758118633e+06,4.688711955664298497e+06,3.360431434122091625e+06
-2.707029109758176375e+06,4.688711955664245412e+06,3.360431434122088365e+06
-2.707029109758234583e+06,4.688711955664191395e+06,3.360431434122085571e+06
-2.707029109758294187e+06,4.688711955664136447e+06,3.360431434122082777e+06
-2.707029109758355189e+06,4.688711955664080568e+06,3.360431434122080449e+06
-2.707029109758418053e+06,4.688711955664023757e+06,3.360431434122078586e+06
-2.707029109758481849e+06,4.688711955663965084e+06,3.360431434122076258e+06
-2.707029109758547507e+06,4.688711955663905479e+06,3.360431434122073930e+06
-2.707029109758614562e+06,4.688711955663844943e+06,3.360431434122071601e+06
-2.707029109758682549e+06,4.688711955663781613e+06,3.360431434122069739e+06
-2.707029109758751467e+06,4.688711955663717352e+06,3.360431434122067410e+06
-2.707029109758821782e+06,4.688711955663652159e+06,3.360431434122065082e+06
-2.707029109758892562e+06,4.688711955663586967e+06,3.360431434122063220e+06
-2.707029109758964274e+06,4.688711955663520843e+06,3.360431434122061823e+06
-2.707029109759036452e+06,4.688711955663453788e+06,3.360431434122060426e+06
-2.707029109759109560e+06,4.688711955663384870e+06,3.360431434122058097e+06
-2.707029109759183601e+06,4.688711955663315021e+06,3.360431434122055769e+06
-2.707029109759259038e+06,4.688711955663244240e+06,3.360431434122053441e+06
-2.707029109759335406e+06,4.688711955663171597e+06,3.360431434122051112e+06
-2.707029109759412240e+06,4.688711955663098954e+06,3.360431434122047853e+06
-2.707029109759490471e+06,4.688711955663025379e+06,3.360431434122045059e+06
-2.707029109759569634e+06,4.688711955662949942e+06,3.360431434122042265e+06
-2.707029109759649727e+06,4.688711955662873574e+06,3.360431434122039936e+06
-2.707029109759730753e+06,4.688711955662796274e+06,3.360431434122037143e+06
-2.707029109759812243e+06,4.688711955662718043e+06,3.360431434122033883e+06
-2.707029109759894665e+06,4.688711955662638880e+06,3.360431434122031089e+06
-2.707029109759978019e+06,4.688711955662557855e+06,3.360431434122028761e+06
-2.707029109760062769e+06,4.688711955662476830e+06,3.360431434122026432e+06
-2.707029109760148916e+06,4.688711955662394874e+06,3.360431434122024104e+06
-2.707029109760235529e+06,4.688711955662311986e+06,3.360431434122022241e+06
-2.707029109760323539e+06,4.688711955662228167e+06,3.360431434122020844e+06
-2.707029109760413412e+06,4.688711955662143417e+06,3.360431434122019447e+06
-2.707029109760504682e+06,4.688711955662056804e+06,3.360431434122018516e+06
-2.707029109760595951e+06,4.688711955661969259e+06,3.360431434122016653e+06
-2.707029109760687687e+06,4.688711955661879852e+06,3.360431434122014791e+06
-2.707029109760780819e+06,4.688711955661789514e+06,3.360431434122012462e+06
-2.707029109760874882e+06,4.688711955661698245e+06,3.360431434122010600e+06
-2.707029109760970809e+06,4.688711955661606975e+06,3.360431434122009203e+06
-2.707029109761068132e+06,4.688711955661513843e+06,3.360431434122007340e+06
-2.707029109761166386e+06,4.688711955661419779e+06,3.360431434122005012e+06
-2.707029109761266038e+06,4.688711955661324784e+06,3.360431434122003615e+06
-2.707029109761366155e+06,4.688711955661228858e+06,3.360431434122002684e+06
-2.707029109761467203e+06,4.688711955661132000e+06,3.360431434122001752e+06
-2.707029109761569649e+06,4.688711955661034212e+06,3.360431434122001287e+06
-2.707029109761673957e+06,4.688711955660936423e+06,3.360431434122000821e+06
-2.707029109761779662e+06,4.688711955660836771e+06,3.360431434122000355e+06
-2.707029109761887696e+06,4.688711955660736188e+06,3.360431434122000355e+06
-2.707029109761996660e+06,4.688711955660634674e+06,3.360431434121999890e+06
-2.707029109762107022e+06,4.688711955660531297e+06,3.360431434121999424e+06
-2.707029109762217849e+06,4.688711955660427921e+06,3.360431434121999890e+06
-2.707029109762329608e+06,4.688711955660322681e+06,3.360431434122000355e+06
-2.707029109762441367e+06,4.688711955660216510e+06,3.360431434122001287e+06
-2.707029109762554057e+06,4.688711955660110340e+06,3.360431434122001287e+06
-2.707029109762667678e+06,4.688711955660004169e+06,3.360431434122001287e+06
-2.707029109762782697e+06,4.688711955659897067e+06,3.360431434122000821e+06
-2.707029109762899112e+06,4.688711955659789033e+06,3.360431434122001287e+06
-2.707029109763015993e+06,4.688711955659681000e+06,3.360431434122001752e+06
-2.707029109763134271e+06,4.688711955659572035e+06,3.360431434122002218e+06
-2.707029109763253480e+06,4.688711955659462139e+06,3.360431434122002684e+06
-2.707029109763374086e+06,4.688711955659351312e+06,3.360431434122003149e+06
-2.707029109763496090e+06,4.688711955659239553e+06,3.360431434122003615e+06
-2.707029109763619024e+06,4.688711955659125932e+06,3.360431434122003615e+06
-2.707029109763742890e+06,4.688711955659012310e+06,3.360431434122003149e+06
-2.707029109763868619e+06,4.688711955658897758e+06,3.360431434122003149e+06
-2.707029109763995744e+06,4.688711955658781342e+06,3.360431434122003615e+06
-2.707029109764123335e+06,4.688711955658663996e+06,3.360431434122003615e+06
-2.707029109764252324e+06,4.688711955658545718e+06,3.360431434122003149e+06
-2.707029109764382709e+06,4.688711955658426508e+06,3.360431434122001752e+06
-2.707029109764514025e+06,4.688711955658306368e+06,3.360431434122000355e+06
-2.707029109764646273e+06,4.688711955658184364e+06,3.360431434121998958e+06
-2.707029109764779918e+06,4.688711955658061430e+06,3.360431434121998027e+06
-2.707029109764914960e+06,4.688711955657937564e+06,3.360431434121998027e+06
-2.707029109765052330e+06,4.688711955657811835e+06,3.360431434121998493e+06
-2.707029109765191562e+06,4.688711955657684244e+06,3.360431434121998493e+06
-2.707029109765332192e+06,4.688711955657554790e+06,3.360431434121998493e+06
-2.707029109765474219e+06,4.688711955657425337e+06,3.360431434121998027e+06
-2.707029109765617643e+06,4.688711955657294951e+06,3.360431434121997096e+06
-2.707029109765761998e+06,4.688711955657162704e+06,3.360431434121996164e+06
-2.707029109765907284e+06,4.688711955657029524e+06,3.360431434121995699e+06
-2.707029109766053502e+06,4.688711955656895414e+06,3.360431434121995699e+06
-2.707029109766201116e+06,4.688711955656760372e+06,3.360431434121995233e+06
-2.707029109766349662e+06,4.688711955656624399e+06,3.360431434121994767e+06
-2.707029109766500071e+06,4.688711955656487495e+06,3.360431434121993370e+06
-2.707029109766651411e+06,4.688711955656349659e+06,3.360431434121992439e+06
-2.707029109766803216e+06,4.688711955656209961e+06,3.360431434121991973e+06
-2.707029109766956419e+06,4.688711955656069331e+06,3.360431434121991508e+06
-2.707029109767110553e+06,4.688711955655928701e+06,3.360431434121991508e+06
-2.707029109767264687e+06,4.688711955655786209e+06,3.360431434121991508e+06
-2.707029109767420217e+06,4.688711955655642785e+06,3.360431434121992439e+06
-2.707029109767577145e+06,4.688711955655498430e+06,3.360431434121993836e+06
-2.707029109767734539e+06,4.688711955655353144e+06,3.360431434121994302e+06
-2.707029109767893329e+06,4.688711955655206926e+06,3.360431434121995699e+06
-2.707029109768053051e+06,4.688711955655058846e+06,3.360431434121997096e+06
-2.707029109768213704e+06,4.688711955654909834e+06,3.360431434121998493e+06
-2.707029109768376220e+06,4.688711955654758960e+06,3.360431434121999890e+06
-2.707029109768539201e+06,4.688711955654607154e+06,3.360431434122001752e+06
-2.707029109768703580e+06,4.688711955654454418e+06,3.360431434122003615e+06
-2.707029109768868890e+06,4.688711955654300749e+06,3.360431434122005943e+06
-2.707029109769036062e+06,4.688711955654146150e+06,3.360431434122008737e+06
-2.707029109769205563e+06,4.688711955653990619e+06,3.360431434122011997e+06
-2.707029109769375995e+06,4.688711955653833225e+06,3.360431434122014791e+06
-2.707029109769546892e+06,4.688711955653675832e+06,3.360431434122017119e+06
-2.707029109769719187e+06,4.688711955653516576e+06,3.360431434122019447e+06
-2.707029109769892879e+06,4.688711955653356388e+06,3.360431434122022241e+06
-2.707029109770067967e+06,4.688711955653195269e+06,3.360431434122025035e+06
-2.707029109770244453e+06,4.688711955653033219e+06,3.360431434122028295e+06
-2.707029109770422336e+06,4.688711955652870238e+06,3.360431434122032020e+06
-2.707029109770601150e+06,4.688711955652706325e+06,3.360431434122035746e+06
-2.707029109770781361e+06,4.688711955652541481e+06,3.360431434122039471e+06
-2.707029109770963434e+06,4.688711955652374774e+06,3.360431434122043196e+06
-2.707029109771146905e+06,4.688711955652207136e+06,3.360431434122046921e+06
-2.707029109771331772e+06,4.688711955652038567e+06,3.360431434122051112e+06
-2.707029109771518037e+06,4.688711955651869997e+06,3.360431434122055769e+06
-2.707029109771705698e+06,4.688711955651701428e+06,3.360431434122060891e+06
-2.707029109771895222e+06,4.688711955651531927e+06,3.360431434122066014e+06
-2.707029109772086143e+06,4.688711955651362427e+06,3.360431434122070670e+06
-2.707029109772278462e+06,4.688711955651191995e+06,3.360431434122075792e+06
-2.707029109772472642e+06,4.688711955651020631e+06,3.360431434122080449e+06
-2.707029109772668686e+06,4.688711955650848337e+06,3.360431434122085106e+06
-2.707029109772866592e+06,4.688711955650675111e+06,3.360431434122088831e+06
-2.707029109773065895e+06,4.688711955650500953e+06,3.360431434122093022e+06
-2.707029109773267526e+06,4.688711955650325865e+06,3.360431434122096747e+06
-2.707029109773470555e+06,4.688711955650149845e+06,3.360431434122100472e+06
-2.707029109773674980e+06,4.688711955649972893e+06,3.360431434122103732e+06
-2.707029109773881268e+06,4.688711955649795011e+06,3.360431434122106526e+06
-2.707029109774089418e+06,4.688711955649616197e+06,3.360431434122109786e+06
-2.707029109774299897e+06,4.688711955649436451e+06,3.360431434122113045e+06
-2.707029109774511773e+06,4.688711955649255775e+06,3.360431434122115839e+06
-2.707029109774724580e+06,4.688711955649075098e+06,3.360431434122118633e+06
-2.707029109774938785e+06,4.688711955648893490e+06,3.360431434122121427e+06
-2.707029109775153920e+06,4.688711955648710951e+06,3.360431434122123756e+06
-2.707029109775370918e+06,4.688711955648527481e+06,3.360431434122125618e+06
-2.707029109775590245e+06,4.688711955648343079e+06,3.360431434122127946e+06
-2.707029109775811434e+06,4.688711955648157746e+06,3.360431434122130275e+06
-2.707029109776033554e+06,4.688711955647971481e+06,3.360431434122132137e+06
-2.707029109776257537e+06,4.688711955647784285e+06,3.360431434122134000e+06
-2.707029109776482917e+06,4.688711955647596158e+06,3.360431434122134931e+06
-2.707029109776710160e+06,4.688711955647407100e+06,3.360431434122136328e+06
-2.707029109776938800e+06,4.688711955647217110e+06,3.360431434122137725e+06
-2.707029109777169302e+06,4.688711955647025257e+06,3.360431434122139122e+06
-2.707029109777402133e+06,4.688711955646833405e+06,3.360431434122139588e+06
-2.707029109777636360e+06,4.688711955646640621e+06,3.360431434122140519e+06
-2.707029109777872916e+06,4.688711955646445975e+06,3.360431434122141451e+06
-2.707029109778111801e+06,4.688711955646250397e+06,3.360431434122141451e+06
-2.707029109778352547e+06,4.688711955646053888e+06,3.360431434122141916e+06
-2.707029109778595157e+06,4.688711955645856448e+06,3.360431434122142848e+06
-2.707029109778839629e+06,4.688711955645657144e+06,3.360431434122144245e+06
-2.707029109779085964e+06,4.688711955645456910e+06,3.360431434122144710e+06
-2.707029109779334627e+06,4.688711955645255744e+06,3.360431434122145176e+06
-2.707029109779584222e+06,4.688711955645052716e+06,3.360431434122145642e+06
-2.707029109779835679e+06,4.688711955644849688e+06,3.360431434122146107e+06
-2.707029109780089464e+06,4.688711955644644797e+06,3.360431434122146107e+06
-2.707029109780344646e+06,4.688711955644438043e+06,3.360431434122146107e+06
-2.707029109780601691e+06,4.688711955644230358e+06,3.360431434122145642e+06
-2.707029109780860599e+06,4.688711955644021742e+06,3.360431434122144710e+06
-2.707029109781121369e+06,4.688711955643812194e+06,3.360431434122143779e+06
-2.707029109781383537e+06,4.688711955643601716e+06,3.360431434122142848e+06
-2.707029109781646635e+06,4.688711955643391237e+06,3.360431434122141451e+06
-2.707029109781911597e+06,4.688711955643179826e+06,3.360431434122140054e+06
-2.707029109782178421e+06,4.688711955642967485e+06,3.360431434122138657e+06
-2.707029109782446641e+06,4.688711955642754212e+06,3.360431434122136794e+06
-2.707029109782716259e+06,4.688711955642540008e+06,3.360431434122134931e+06
-2.707029109782987740e+06,4.688711955642324872e+06,3.360431434122132603e+06
-2.707029109783260617e+06,4.688711955642108805e+06,3.360431434122130275e+06
-2.707029109783534892e+06,4.688711955641891807e+06,3.360431434122127481e+06
-2.707029109783811495e+06,4.688711955641673878e+06,3.360431434122124687e+06
-2.707029109784089494e+06,4.688711955641455017e+06,3.360431434122120496e+06
-2.707029109784369357e+06,4.688711955641235225e+06,3.360431434122116771e+06
-2.707029109784650616e+06,4.688711955641014501e+06,3.360431434122113045e+06
-2.707029109784933738e+06,4.688711955640792847e+06,3.360431434122108854e+06
-2.707029109785217792e+06,4.688711955640571192e+06,3.360431434122105129e+06
-2.707029109785503708e+06,4.688711955640348606e+06,3.360431434122100938e+06
-2.707029109785791487e+06,4.688711955640125088e+06,3.360431434122096747e+06
-2.707029109786081128e+06,4.688711955639900640e+06,3.360431434122092091e+06
-2.707029109786372166e+06,4.688711955639675260e+06,3.360431434122087900e+06
-2.707029109786665067e+06,4.688711955639448948e+06,3.360431434122084174e+06
-2.707029109786959831e+06,4.688711955639221705e+06,3.360431434122079983e+06
-2.707029109787256923e+06,4.688711955638994463e+06,3.360431434122075792e+06
-2.707029109787555411e+06,4.688711955638765357e+06,3.360431434122071601e+06
-2.707029109787855763e+06,4.688711955638535321e+06,3.360431434122067876e+06
-2.707029109788157977e+06,4.688711955638304353e+06,3.360431434122064151e+06
-2.707029109788462520e+06,4.688711955638072453e+06,3.360431434122060426e+06
-2.707029109788768459e+06,4.688711955637840554e+06,3.360431434122057166e+06
-2.707029109789076727e+06,4.688711955637608655e+06,3.360431434122053441e+06
-2.707029109789386857e+06,4.688711955637376755e+06,3.360431434122049715e+06
-2.707029109789698850e+06,4.688711955637143925e+06,3.360431434122046456e+06
-2.707029109790012240e+06,4.688711955636910163e+06,3.360431434122043196e+06
-2.707029109790327027e+06,4.688711955636675470e+06,3.360431434122040402e+06
-2.707029109790643677e+06,4.688711955636439845e+06,3.360431434122037143e+06
-2.707029109790962655e+06,4.688711955636203289e+06,3.360431434122034349e+06
-2.707029109791283030e+06,4.688711955635965802e+06,3.360431434122031555e+06
-2.707029109791605268e+06,4.688711955635728315e+06,3.360431434122028761e+06
-2.707029109791928902e+06,4.688711955635490827e+06,3.360431434122025967e+06
-2.707029109792254400e+06,4.688711955635252409e+06,3.360431434122022707e+06
-2.707029109792582225e+06,4.688711955635013059e+06,3.360431434122018982e+06
-2.707029109792911913e+06,4.688711955634773709e+06,3.360431434122015256e+06
