ref_pos_x,ref_pos_y,ref_pos_z
-2.707027294818181079e+06,4.688713770601857454e+06,3.360433249059667811e+06
-2.707027234811915085e+06,4.688713830608122982e+06,3.360433309065933805e+06
-2.707027173806275707e+06,4.688713891613762826e+06,3.360433370071573183e+06
-2.707027111801200546e+06,4.688713953618837520e+06,3.360433432076648343e+06
-2.707027048796632793e+06,4.688714016623405740e+06,3.360433495081216097e+06
-2.707026984792521689e+06,4.688714080627516843e+06,3.360433559085327201e+06
-2.707026919788822066e+06,4.688714145631216466e+06,3.360433624089026824e+06
-2.707026853785492014e+06,4.688714211634546518e+06,3.360433690092356876e+06
-2.707026786782495212e+06,4.688714278637543321e+06,3.360433757095353678e+06
-2.707026718779798131e+06,4.688714346640240401e+06,3.360433825098050758e+06
-2.707026649777370505e+06,4.688714415642668493e+06,3.360433894100478385e+06
-2.707026579775185790e+06,4.688714485644852743e+06,3.360433964102663100e+06
-2.707026508773219306e+06,4.688714556646819226e+06,3.360434035104629584e+06
-2.707026436771449633e+06,4.688714628648588434e+06,3.360434107106399257e+06
-2.707026363769857213e+06,4.688714701650181785e+06,3.360434180107991677e+06
-2.707026289768423885e+06,4.688714775651615113e+06,3.360434254109425005e+06
-2.707026214767133817e+06,4.688714850652905181e+06,3.360434329110715073e+06
-2.707026138765972573e+06,4.688714926654065959e+06,3.360434405111876316e+06
-2.707026061764927581e+06,4.688715003655110486e+06,3.360434482112921309e+06
-2.707025983763987198e+06,4.688715081656051800e+06,3.360434560113861691e+06
-2.707025904763140716e+06,4.688715160656897351e+06,3.360434639114708174e+06
-2.707025824762378819e+06,4.688715240657659248e+06,3.360434719115470070e+06
-2.707025743761693593e+06,4.688715321658344939e+06,3.360434800116155297e+06
-2.707025661761076190e+06,4.688715403658961877e+06,3.360434882116772700e+06
-2.707025578760521021e+06,4.688715486659517512e+06,3.360434965117327869e+06
-2.707025494760021102e+06,4.688715570660017431e+06,3.360435049117827788e+06
-2.707025409759571310e+06,4.688715655660467222e+06,3.360435134118277580e+06
-2.707025323759166524e+06,4.688715741660871543e+06,3.360435220118682366e+06
-2.707025236758802086e+06,4.688715828661235981e+06,3.360435307119046804e+06
-2.707025148758474272e+06,4.688715916661564261e+06,3.360435395119374618e+06
-2.707025059758179355e+06,4.688716005661859177e+06,3.360435484119669534e+06
-2.707024969757913612e+06,4.688716095662125386e+06,3.360435574119935278e+06
-2.707024878757674713e+06,4.688716186662363820e+06,3.360435665120174177e+06
-2.707024786757459398e+06,4.688716278662579134e+06,3.360435757120389491e+06
-2.707024693757265806e+06,4.688716371662773192e+06,3.360435850120583083e+06
-2.707024599757091608e+06,4.688716465662946925e+06,3.360435944120757282e+06
-2.707024504756934475e+06,4.688716560663104057e+06,3.360436039120914415e+06
-2.707024408756793477e+06,4.688716656663245521e+06,3.360436135121055413e+06
-2.707024311756666284e+06,4.688716753663372248e+06,3.360436232121182606e+06
-2.707024213756551966e+06,4.688716851663486101e+06,3.360436330121296924e+06
-2.707024114756449126e+06,4.688716950663588941e+06,3.360436429121399764e+06
-2.707024014756356366e+06,4.688717050663681701e+06,3.360436529121492524e+06
-2.707023913756273221e+06,4.688717151663765311e+06,3.360436630121575668e+06
-2.707023811756198294e+06,4.688717253663840704e+06,3.360436732121650595e+06
-2.707023708756130654e+06,4.688717356663907878e+06,3.360436835121718235e+06
-2.707023604756069835e+06,4.688717460663968697e+06,3.360436939121779054e+06
-2.707023499756015372e+06,4.688717565664023161e+06,3.360437044121833518e+06
-2.707023393755965866e+06,4.688717671664072201e+06,3.360437150121883024e+06
-2.707023286755921785e+06,4.688717778664116748e+06,3.360437257121927105e+06
-2.707023178755881730e+06,4.688717886664156802e+06,3.360437365121967159e+06
-2.707023069755846169e+06,4.688717995664192364e+06,3.360437474122002721e+06
-2.707022959755813703e+06,4.688718105664225295e+06,3.360437584122035187e+06
-2.707022848755784798e+06,4.688718216664253734e+06,3.360437695122064091e+06
-2.707022736755758524e+06,4.688718328664280474e+06,3.360437807122090366e+06
-2.707022623755734880e+06,4.688718441664303653e+06,3.360437920122114010e+06
-2.707022509755713865e+06,4.688718555664325133e+06,3.360438034122135025e+06
-2.707022394755694550e+06,4.688718670664343983e+06,3.360438149122154340e+06
-2.707022278755677398e+06,4.688718786664361134e+06,3.360438265122171491e+06
-2.707022161755661946e+06,4.688718903664376587e+06,3.360438382122186944e+06
-2.707022043755648192e+06,4.688719021664390340e+06,3.360438500122200698e+06
-2.707021924755635671e+06,4.688719140664403327e+06,3.360438619122213218e+06
-2.707021804755624384e+06,4.688719260664414614e+06,3.360438739122224506e+06
-2.707021683755614329e+06,4.688719381664424203e+06,3.360438860122234561e+06
-2.707021561755605042e+06,4.688719503664433025e+06,3.360438982122243848e+06
-2.707021438755596988e+06,4.688719626664442010e+06,3.360439105122251902e+06
-2.707021314755589701e+06,4.688719750664449297e+06,3.360439229122259188e+06
-2.707021189755582716e+06,4.688719875664455816e+06,3.360439354122266173e+06
-2.707021063755576964e+06,4.688720001664461568e+06,3.360439480122271925e+06
-2.707020936755571514e+06,4.688720128664467484e+06,3.360439607122277375e+06
-2.707020808755566832e+06,4.688720256664471701e+06,3.360439735122282058e+06
-2.707020679755562451e+06,4.688720385664476082e+06,3.360439864122286439e+06
-2.707020549755558372e+06,4.688720515664480627e+06,3.360439994122290518e+06
-2.707020418755555060e+06,4.688720646664483473e+06,3.360440125122293830e+06
-2.707020286755551584e+06,4.688720778664486483e+06,3.360440257122297306e+06
-2.707020153755548876e+06,4.688720911664489657e+06,3.360440390122300014e+06
-2.707020019755546004e+06,4.688721045664492063e+06,3.360440524122302886e+06
-2.707019884755543899e+06,4.688721180664494634e+06,3.360440659122304991e+06
-2.707019748755541630e+06,4.688721316664496437e+06,3.360440795122307260e+06
-2.707019611755540129e+06,4.688721453664498404e+06,3.360440932122308761e+06
-2.707019473755538464e+06,4.688721591664500535e+06,3.360441070122310426e+06
-2.707019334755536634e+06,4.688721730664501898e+06,3.360441209122312255e+06
-2.707019194755535573e+06,4.688721870664503425e+06,3.360441349122313317e+06
-2.707019053755534347e+06,4.688722011664504185e+06,3.360441490122314543e+06
-2.707018911755532958e+06,4.688722153664505109e+06,3.360441632122315932e+06
-2.707018768755531870e+06,4.688722296664506197e+06,3.360441775122317020e+06
-2.707018624755531084e+06,4.688722440664507449e+06,3.360441919122317806e+06
-2.707018479755530134e+06,4.688722585664507933e+06,3.360442064122318756e+06
-2.707018333755529486e+06,4.688722731664508581e+06,3.360442210122319404e+06
-2.707018186755529139e+06,4.688722878664509393e+06,3.360442357122319750e+06
-2.707018038755528163e+06,4.688723026664510369e+06,3.360442505122320727e+06
-2.707017889755527955e+06,4.688723175664510578e+06,3.360442654122320935e+06
-2.707017739755527116e+06,4.688723325664510950e+06,3.360442804122321773e+06
-2.707017588755527046e+06,4.688723476664511487e+06,3.360442955122321844e+06
-2.707017436755526345e+06,4.688723628664512187e+06,3.360443107122322544e+06
-2.707017283755525947e+06,4.688723781664512120e+06,3.360443260122322943e+06
-2.707017129755525850e+06,4.688723935664512217e+06,3.360443414122323040e+06
-2.707016974755525589e+06,4.688724090664513409e+06,3.360443569122323301e+06
-2.707016818755525164e+06,4.688724246664512902e+06,3.360443725122323725e+06
-2.707016661755525041e+06,4.688724403664513491e+06,3.360443882122323848e+06
-2.707016503755524755e+06,4.688724561664513312e+06,3.360444040122324135e+06
-2.707016344755524769e+06,4.688724720664514229e+06,3.360444199122324120e+06
-2.707016184755524620e+06,4.688724880664514378e+06,3.360444359122324269e+06
-2.707016023755524307e+06,4.688725041664513759e+06,3.360444520122324582e+06
-2.707015861755524296e+06,4.688725203664514236e+06,3.360444682122324593e+06
-2.707015698755524121e+06,4.688725366664513946e+06,3.360444845122324768e+06
-2.707015534755524248e+06,4.688725530664514750e+06,3.360445009122324642e+06
-2.707015369755523745e+06,4.688725695664514787e+06,3.360445174122325145e+06
-2.707015203755524009e+06,4.688725861664514989e+06,3.360445340122324880e+06
-2.707015036755523644e+06,4.688726028664514422e+06,3.360445507122325245e+06
-2.707014868755523581e+06,4.688726196664514951e+06,3.360445675122325309e+06
-2.707014699755523819e+06,4.688726365664514713e+06,3.360445844122325070e+06
-2.707014529755523428e+06,4.688726535664514638e+06,3.360446014122325461e+06
-2.707014358755523339e+06,4.688726706664514728e+06,3.360446185122325551e+06
-2.707014186755523551e+06,4.688726878664514981e+06,3.360446357122325338e+06
-2.707014013755523600e+06,4.688727051664515398e+06,3.360446530122325290e+06
-2.707013839755523484e+06,4.688727225664515048e+06,3.360446704122325405e+06
-2.707013664755523205e+06,4.688727400664514862e+06,3.360446879122325685e+06
-2.707013488755523227e+06,4.688727576664514840e+06,3.360447055122325663e+06
-2.707013311755523086e+06,4.688727753664514981e+06,3.360447232122325804e+06
-2.707013133755523246e+06,4.688727931664515287e+06,3.360447410122325644e+06
-2.707012954755523242e+06,4.688728110664515756e+06,3.360447589122325648e+06
-2.707012774755523074e+06,4.688728290664515458e+06,3.360447769122325815e+06
-2.707012593755523209e+06,4.688728471664515324e+06,3.360447950122325681e+06
-2.707012411755523179e+06,4.688728653664515354e+06,3.360448132122325711e+06
-2.707012228755522985e+06,4.688728836664515547e+06,3.360448315122325905e+06
-2.707012044755523093e+06,4.688729020664514974e+06,3.360448499122325797e+06
-2.707011859755523037e+06,4.688729205664515495e+06,3.360448684122325853e+06
-2.707011673755523283e+06,4.688729391664515249e+06,3.360448870122325607e+06
-2.707011486755522899e+06,4.688729578664515167e+06,3.360449057122325990e+06
-2.707011298755523283e+06,4.688729766664515249e+06,3.360449245122325607e+06
-2.707011109755523037e+06,4.688729955664515495e+06,3.360449434122325853e+06
-2.707010919755523093e+06,4.688730145664514974e+06,3.360449624122325797e+06
-2.707010728755522985e+06,4.688730336664515547e+06,3.360449815122325905e+06
-2.707010536755523179e+06,4.688730528664515354e+06,3.360450007122325711e+06
-2.707010343755523209e+06,4.688730721664515324e+06,3.360450200122325681e+06
-2.707010149755523074e+06,4.688730915664515458e+06,3.360450394122325815e+06
-2.707009954755523242e+06,4.688731110664515756e+06,3.360450589122325648e+06
-2.707009758755523246e+06,4.688731306664515287e+06,3.360450785122325644e+06
-2.707009561755523086e+06,4.688731503664515913e+06,3.360450982122325804e+06
-2.707009363755523227e+06,4.688731701664515771e+06,3.360451180122325663e+06
-2.707009164755523205e+06,4.688731900664515793e+06,3.360451379122325685e+06
-2.707008964755523019e+06,4.688732100664515048e+06,3.360451579122325871e+06
-2.707008763755523134e+06,4.688732301664515398e+06,3.360451780122325756e+06
-2.707008561755523086e+06,4.688732503664515913e+06,3.360451982122325804e+06
-2.707008358755522873e+06,4.688732706664515659e+06,3.360452185122326016e+06
-2.707008154755522963e+06,4.688732910664515570e+06,3.360452389122325927e+06
-2.707007949755522888e+06,4.688733115664515644e+06,3.360452594122326002e+06
-2.707007743755523115e+06,4.688733321664515883e+06,3.360452800122325774e+06
-2.707007536755523179e+06,4.688733528664515354e+06,3.360453007122325711e+06
-2.707007328755523078e+06,4.688733736664515920e+06,3.360453215122325812e+06
-2.707007119755522814e+06,4.688733945664515719e+06,3.360453424122326076e+06
-2.707006909755522851e+06,4.688734155664515682e+06,3.360453634122326039e+06
-2.707006698755523190e+06,4.688734366664515808e+06,3.360453845122325700e+06
-2.707006486755522899e+06,4.688734578664515167e+06,3.360454057122325990e+06
-2.707006273755522911e+06,4.688734791664515622e+06,3.360454270122325979e+06
-2.707006059755523223e+06,4.688735005664515309e+06,3.360454484122325666e+06
-2.707005844755522907e+06,4.688735220664515160e+06,3.360454699122325983e+06
-2.707005628755522892e+06,4.688735436664515175e+06,3.360454915122325998e+06
-2.707005411755523179e+06,4.688735653664515354e+06,3.360455132122325711e+06
-2.707005193755522836e+06,4.688735871664515696e+06,3.360455350122326054e+06
-2.707004974755523261e+06,4.688736090664515272e+06,3.360455569122325629e+06
-2.707004754755523056e+06,4.688736310664515942e+06,3.360455789122325834e+06
-2.707004533755523153e+06,4.688736531664515845e+06,3.360456010122325737e+06
-2.707004311755523086e+06,4.688736753664515913e+06,3.360456232122325804e+06
-2.707004088755522855e+06,4.688736976664515212e+06,3.360456455122326035e+06
-2.707003864755522925e+06,4.688737200664515607e+06,3.360456679122325964e+06
-2.707003639755522832e+06,4.688737425664515235e+06,3.360456904122326057e+06
-2.707003413755523041e+06,4.688737651664515957e+06,3.360457130122325849e+06
-2.707003186755523086e+06,4.688737878664515913e+06,3.360457357122325804e+06
-2.707002958755522966e+06,4.688738106664515100e+06,3.360457585122325923e+06
-2.707002729755523149e+06,4.688738335664515384e+06,3.360457814122325741e+06
-2.707002499755523168e+06,4.688738565664515831e+06,3.360458044122325722e+06
-2.707002268755523022e+06,4.688738796664515510e+06,3.360458275122325867e+06
-2.707002036755523179e+06,4.688739028664515354e+06,3.360458507122325711e+06
-2.707001803755523171e+06,4.688739261664515361e+06,3.360458740122325718e+06
-2.707001569755523000e+06,4.688739495664515533e+06,3.360458974122325890e+06
-2.707001334755523130e+06,4.688739730664515868e+06,3.360459209122325759e+06
-2.707001098755523097e+06,4.688739966664515436e+06,3.360459445122325793e+06
-2.707000861755522899e+06,4.688740203664515167e+06,3.360459682122325990e+06
-2.707000623755523004e+06,4.688740441664515063e+06,3.360459920122325886e+06
-2.707000384755522944e+06,4.688740680664515123e+06,3.360460159122325946e+06
-2.707000144755523186e+06,4.688740920664515346e+06,3.360460399122325704e+06
-2.706999903755523264e+06,4.688741161664515734e+06,3.360460640122325625e+06
-2.706999661755523179e+06,4.688741403664515354e+06,3.360460882122325711e+06
-2.706999418755522929e+06,4.688741646664515138e+06,3.360461125122325961e+06
-2.706999174755522981e+06,4.688741890664515086e+06,3.360461369122325908e+06
-2.706998929755522870e+06,4.688742135664515197e+06,3.360461614122326020e+06
-2.706998683755523060e+06,4.688742381664515473e+06,3.360461860122325830e+06
-2.706998436755523086e+06,4.688742628664515913e+06,3.360462107122325804e+06
-2.706998188755522948e+06,4.688742876664515585e+06,3.360462355122325942e+06
-2.706997939755523112e+06,4.688743125664515421e+06,3.360462604122325778e+06
-2.706997689755523112e+06,4.688743375664515421e+06,3.360462854122325778e+06
-2.706997438755522948e+06,4.688743626664515585e+06,3.360463105122325942e+06
-2.706997186755523086e+06,4.688743878664515913e+06,3.360463357122325804e+06
-2.706996933755523060e+06,4.688744131664515473e+06,3.360463610122325830e+06
-2.706996679755522870e+06,4.688744385664515197e+06,3.360463864122326020e+06
-2.706996424755522981e+06,4.688744640664515086e+06,3.360464119122325908e+06
-2.706996168755522929e+06,4.688744896664515138e+06,3.360464375122325961e+06
-2.706995911755523179e+06,4.688745153664515354e+06,3.360464632122325711e+06
-2.706995653755523264e+06,4.688745411664515734e+06,3.360464890122325625e+06
-2.706995394755523186e+06,4.688745670664515346e+06,3.360465149122325704e+06
-2.706995134755522944e+06,4.688745930664515123e+06,3.360465409122325946e+06
-2.706994873755523004e+06,4.688746191664515063e+06,3.360465670122325886e+06
-2.706994611755522899e+06,4.688746453664515167e+06,3.360465932122325990e+06
-2.706994348755523097e+06,4.688746716664515436e+06,3.360466195122325793e+06
-2.706994084755523130e+06,4.688746980664515868e+06,3.360466459122325759e+06
-2.706993819755523000e+06,4.688747245664515533e+06,3.360466724122325890e+06
-2.706993553755523171e+06,4.688747511664515361e+06,3.360466990122325718e+06
-2.706993286755523179e+06,4.688747778664515354e+06,3.360467257122325711e+06
-2.706993018755523022e+06,4.688748046664515510e+06,3.360467525122325867e+06
-2.706992749755523168e+06,4.688748315664515831e+06,3.360467794122325722e+06
-2.706992479755523149e+06,4.688748585664515384e+06,3.360468064122325741e+06
-2.706992208755522966e+06,4.688748856664515100e+06,3.360468335122325923e+06
-2.706991936755523086e+06,4.688749128664515913e+06,3.360468607122325804e+06
-2.706991663755523041e+06,4.688749401664515957e+06,3.360468880122325849e+06
-2.706991389755522832e+06,4.688749675664515235e+06,3.360469154122326057e+06
-2.706991114755522925e+06,4.688749950664515607e+06,3.360469429122325964e+06
-2.706990838755522855e+06,4.688750226664515212e+06,3.360469705122326035e+06
-2.706990561755523086e+06,4.688750503664515913e+06,3.360469982122325804e+06
-2.706990283755523153e+06,4.688750781664515845e+06,3.360470260122325737e+06
-2.706990004755523056e+06,4.688751060664515942e+06,3.360470539122325834e+06
-2.706989724755523261e+06,4.688751340664515272e+06,3.360470819122325629e+06
-2.706989443755522836e+06,4.688751621664515696e+06,3.360471100122326054e+06
-2.706989161755523179e+06,4.688751903664515354e+06,3.360471382122325711e+06
-2.706988878755522892e+06,4.688752186664515175e+06,3.360471665122325998e+06
-2.706988594755522907e+06,4.688752470664515160e+06,3.360471949122325983e+06
-2.706988309755523223e+06,4.688752755664515309e+06,3.360472234122325666e+06
-2.706988023755522911e+06,4.688753041664515622e+06,3.360472520122325979e+06
-2.706987736755522899e+06,4.688753328664515167e+06,3.360472807122325990e+06
-2.706987448755523190e+06,4.688753616664515808e+06,3.360473095122325700e+06
-2.706987159755522851e+06,4.688753905664515682e+06,3.360473384122326039e+06
-2.706986869755522814e+06,4.688754195664515719e+06,3.360473674122326076e+06
-2.706986578755523078e+06,4.688754486664515920e+06,3.360473965122325812e+06
-2.706986286755523179e+06,4.688754778664515354e+06,3.360474257122325711e+06
-2.706985993755523115e+06,4.688755071664515883e+06,3.360474550122325774e+06
-2.706985699755522888e+06,4.688755365664515644e+06,3.360474844122326002e+06
-2.706985404755522963e+06,4.688755660664515570e+06,3.360475139122325927e+06
-2.706985108755522873e+06,4.688755956664515659e+06,3.360475435122326016e+06
-2.706984811755523086e+06,4.688756253664515913e+06,3.360475732122325804e+06
-2.706984513755523134e+06,4.688756551664515398e+06,3.360476030122325756e+06
-2.706984214755523019e+06,4.688756850664515048e+06,3.360476329122325871e+06
-2.706983914755523205e+06,4.688757150664515793e+06,3.360476629122325685e+06
-2.706983613755523227e+06,4.688757451664515771e+06,3.360476930122325663e+06
-2.706983311755523086e+06,4.688757753664515913e+06,3.360477232122325804e+06
-2.706983008755523246e+06,4.688758056664515287e+06,3.360477535122325644e+06
-2.706982704755523242e+06,4.688758360664515756e+06,3.360477839122325648e+06
-2.706982399755523074e+06,4.688758665664515458e+06,3.360478144122325815e+06
-2.706982093755523209e+06,4.688758971664515324e+06,3.360478450122325681e+06
-2.706981786755523179e+06,4.688759278664515354e+06,3.360478757122325711e+06
-2.706981478755522985e+06,4.688759586664515547e+06,3.360479065122325905e+06
-2.706981169755523093e+06,4.688759895664515905e+06,3.360479374122325797e+06
-2.706980859755523037e+06,4.688760205664515495e+06,3.360479684122325853e+06
-2.706980548755522817e+06,4.688760516664515249e+06,3.360479995122326072e+06
-2.706980236755522899e+06,4.688760828664515167e+06,3.360480307122325990e+06
-2.706979923755522817e+06,4.688761141664515249e+06,3.360480620122326072e+06
-2.706979609755523037e+06,4.688761455664515495e+06,3.360480934122325853e+06
-2.706979294755523093e+06,4.688761770664515905e+06,3.360481249122325797e+06
-2.706978978755522985e+06,4.688762086664515547e+06,3.360481565122325905e+06
-2.706978661755523179e+06,4.688762403664515354e+06,3.360481882122325711e+06
-2.706978343755523209e+06,4.688762721664515324e+06,3.360482200122325681e+06
-2.706978024755523074e+06,4.688763040664515458e+06,3.360482519122325815e+06
-2.706977704755523242e+06,4.688763360664515756e+06,3.360482839122325648e+06
-2.706977383755523246e+06,4.688763681664515287e+06,3.360483160122325644e+06
-2.706977061755523086e+06,4.688764003664515913e+06,3.360483482122325804e+06
-2.706976738755523227e+06,4.688764326664515771e+06,3.360483805122325663e+06
-2.706976414755523205e+06,4.688764650664515793e+06,3.360484129122325685e+06
-2.706976089755523019e+06,4.688764975664515048e+06,3.360484454122325871e+06
-2.706975763755523134e+06,4.688765301664515398e+06,3.360484780122325756e+06
-2.706975436755523086e+06,4.688765628664515913e+06,3.360485107122325804e+06
-2.706975108755522873e+06,4.688765956664515659e+06,3.360485435122326016e+06
-2.706974779755522963e+06,4.688766285664515570e+06,3.360485764122325927e+06
-2.706974449755522888e+06,4.688766615664515644e+06,3.360486094122326002e+06
-2.706974118755523115e+06,4.688766946664515883e+06,3.360486425122325774e+06
-2.706973786755523179e+06,4.688767278664515354e+06,3.360486757122325711e+06
-2.706973453755523078e+06,4.688767611664515920e+06,3.360487090122325812e+06
-2.706973119755522814e+06,4.688767945664515719e+06,3.360487424122326076e+06
-2.706972784755522851e+06,4.688768280664515682e+06,3.360487759122326039e+06
-2.706972448755523190e+06,4.688768616664515808e+06,3.360488095122325700e+06
-2.706972111755522899e+06,4.688768953664515167e+06,3.360488432122325990e+06
-2.706971773755522911e+06,4.688769291664515622e+06,3.360488770122325979e+06
-2.706971434755523223e+06,4.688769630664515309e+06,3.360489109122325666e+06
-2.706971094755522907e+06,4.688769970664515160e+06,3.360489449122325983e+06
-2.706970753755522892e+06,4.688770311664515175e+06,3.360489790122325998e+06
-2.706970411755523179e+06,4.688770653664515354e+06,3.360490132122325711e+06
-2.706970068755522836e+06,4.688770996664515696e+06,3.360490475122326054e+06
-2.706969724755523261e+06,4.688771340664515272e+06,3.360490819122325629e+06
-2.706969379755523056e+06,4.688771685664515942e+06,3.360491164122325834e+06
-2.706969033755523153e+06,4.688772031664515845e+06,3.360491510122325737e+06
-2.706968686755523086e+06,4.688772378664515913e+06,3.360491857122325804e+06
-2.706968338755522855e+06,4.688772726664515212e+06,3.360492205122326035e+06
-2.706967989755522925e+06,4.688773075664515607e+06,3.360492554122325964e+06
-2.706967639755522832e+06,4.688773425664515235e+06,3.360492904122326057e+06
-2.706967288755523041e+06,4.688773776664515957e+06,3.360493255122325849e+06
-2.706966936755523086e+06,4.688774128664515913e+06,3.360493607122325804e+06
-2.706966583755522966e+06,4.688774481664515100e+06,3.360493960122325923e+06
-2.706966229755523149e+06,4.688774835664515384e+06,3.360494314122325741e+06
-2.706965874755523168e+06,4.688775190664515831e+06,3.360494669122325722e+06
-2.706965518755523022e+06,4.688775546664515510e+06,3.360495025122325867e+06
-2.706965161755523179e+06,4.688775903664515354e+06,3.360495382122325711e+06
-2.706964803755523171e+06,4.688776261664515361e+06,3.360495740122325718e+06
-2.706964444755523000e+06,4.688776620664515533e+06,3.360496099122325890e+06
-2.706964084755523130e+06,4.688776980664515868e+06,3.360496459122325759e+06
-2.706963723755523097e+06,4.688777341664515436e+06,3.360496820122325793e+06
-2.706963361755522899e+06,4.688777703664515167e+06,3.360497182122325990e+06
-2.706962998755523004e+06,4.688778066664515063e+06,3.360497545122325886e+06
-2.706962634755522944e+06,4.688778430664515123e+06,3.360497909122325946e+06
-2.706962269755523186e+06,4.688778795664515346e+06,3.360498274122325704e+06
-2.706961903755523264e+06,4.688779161664515734e+06,3.360498640122325625e+06
